,source,flaw_line_indices,flaw_lines
504,"status_t SampleTable::setTimeToSampleParams(
off64_t data_offset, size_t data_size) {
if (mTimeToSample != NULL || data_size < 8) {
return ERROR_MALFORMED;
}

uint8_t header[8];
if (mDataSource->readAt(
data_offset, header, sizeof(header)) < (ssize_t)sizeof(header)) {
return ERROR_IO;
}

if (U32_AT(header) != 0) {
// Expected version = 0, flags = 0.
return ERROR_MALFORMED;

}

mTimeToSampleCount = U32_AT(&header[4]);
    uint64_t allocSize = mTimeToSampleCount * 2 * sizeof(uint32_t);
if (allocSize > SIZE_MAX) {
return ERROR_OUT_OF_RANGE;
}
mTimeToSample = new uint32_t[mTimeToSampleCount * 2];

size_t size = sizeof(uint32_t) * mTimeToSampleCount * 2;
if (mDataSource->readAt(
data_offset + 8, mTimeToSample, size) < (ssize_t)size) {
return ERROR_IO;
}

for (uint32_t i = 0; i < mTimeToSampleCount * 2; ++i) {
mTimeToSample[i] = ntohl(mTimeToSample[i]);
}

return OK;
}
",[15],    uint64_t allocSize = mTimeToSampleCount * 2 * sizeof(uint32_t);
505,"PasswordAutofillAgent::PasswordAutofillAgent(content::RenderFrame* render_frame)
: content::RenderFrameObserver(render_frame),
logging_state_active_(false),
was_username_autofilled_(false),
      was_password_autofilled_(false),
      weak_ptr_factory_(this) {
Send(new AutofillHostMsg_PasswordAutofillAgentConstructed(routing_id()));
}
","[4, 5]","      was_password_autofilled_(false),/~/      weak_ptr_factory_(this) {"
506,"void ChromeMockRenderThread::OnMsgOpenChannelToExtension(
    int routing_id, const std::string& source_extension_id,
const std::string& target_extension_id,
    const std::string& channel_name, int* port_id) {
*port_id = 0;
}
","[1, 3]","    int routing_id, const std::string& source_extension_id,/~/    const std::string& channel_name, int* port_id) {"
507,"static noinline void key_gc_unused_keys(struct list_head *keys)
{
while (!list_empty(keys)) {
struct key *key =
list_entry(keys->next, struct key, graveyard_link);
list_del(&key->graveyard_link);

kdebug(""- %u"", key->serial);
key_check(key);

security_key_free(key);

/* deal with the user's key tracking and quota */
if (test_bit(KEY_FLAG_IN_QUOTA, &key->flags)) {
spin_lock(&key->user->lock);
key->user->qnkeys--;
key->user->qnbytes -= key->quotalen;
spin_unlock(&key->user->lock);
}

atomic_dec(&key->user->nkeys);
if (test_bit(KEY_FLAG_INSTANTIATED, &key->flags))
atomic_dec(&key->user->nikeys);

		key_user_put(key->user);
/* now throw away the key memory */
if (key->type->destroy)
key->type->destroy(key);

kfree(key->description);

#ifdef KEY_DEBUGGING
key->magic = KEY_DEBUG_MAGIC_X;
#endif
kmem_cache_free(key_jar, key);
}
}
",[19],		key_user_put(key->user);
508,"static struct block_device *ext3_blkdev_get(dev_t dev, struct super_block *sb)
{
struct block_device *bdev;
char b[BDEVNAME_SIZE];

bdev = blkdev_get_by_dev(dev, FMODE_READ|FMODE_WRITE|FMODE_EXCL, sb);
if (IS_ERR(bdev))
goto fail;
return bdev;

fail:
	ext3_msg(sb, ""error: failed to open journal device %s: %ld"",
__bdevname(dev, b), PTR_ERR(bdev));

return NULL;
}
",[9],"	ext3_msg(sb, ""error: failed to open journal device %s: %ld"","
509,"FileEntrySync* DirectoryEntrySync::getFile(const String& path, const Dictionary& options, ExceptionState& exceptionState)
{
FileSystemFlags flags(options);
    RefPtr<EntrySyncCallbackHelper> helper = EntrySyncCallbackHelper::create();
m_fileSystem->getFile(this, path, flags, helper->successCallback(), helper->errorCallback(), DOMFileSystemBase::Synchronous);
return static_cast<FileEntrySync*>(helper->getResult(exceptionState));
}
",[3],    RefPtr<EntrySyncCallbackHelper> helper = EntrySyncCallbackHelper::create();
510,"bool ResourceTracker::UnrefResource(PP_Resource res) {
DLOG_IF(ERROR, !CheckIdType(res, PP_ID_TYPE_RESOURCE))
<< res << "" is not a PP_Resource."";
ResourceMap::iterator i = live_resources_.find(res);
if (i != live_resources_.end()) {
if (!--i->second.second) {
Resource* to_release = i->second.first;
// LastPluginRefWasDeleted will clear the instance pointer, so save it
// first.
PP_Instance instance = to_release->instance()->pp_instance();
      to_release->LastPluginRefWasDeleted(false);

      instance_map_[instance]->resources.erase(res);
live_resources_.erase(i);
}
return true;
} else {
return false;
}
}
","[10, 11]",      to_release->LastPluginRefWasDeleted(false);/~/      instance_map_[instance]->resources.erase(res);
511,"void RunMemCheck() {
ACMRandom rnd(ACMRandom::DeterministicSeed());
const int count_test_block = 5000;
    DECLARE_ALIGNED_ARRAY(16, int16_t, input_block, kNumCoeffs);
    DECLARE_ALIGNED_ARRAY(16, int16_t, input_extreme_block, kNumCoeffs);
    DECLARE_ALIGNED_ARRAY(16, int16_t, output_ref_block, kNumCoeffs);
    DECLARE_ALIGNED_ARRAY(16, int16_t, output_block, kNumCoeffs);

for (int i = 0; i < count_test_block; ++i) {
      // Initialize a test block with input range [-255, 255].
for (int j = 0; j < kNumCoeffs; ++j) {
        input_block[j] = rnd.Rand8() - rnd.Rand8();
        input_extreme_block[j] = rnd.Rand8() % 2 ? 255 : -255;
}
      if (i == 0)
for (int j = 0; j < kNumCoeffs; ++j)
          input_extreme_block[j] = 255;
      if (i == 1)
for (int j = 0; j < kNumCoeffs; ++j)
          input_extreme_block[j] = -255;

fwd_txfm_ref(input_extreme_block, output_ref_block, pitch_, tx_type_);
      REGISTER_STATE_CHECK(RunFwdTxfm(input_extreme_block,
                                      output_block, pitch_));

// The minimum quant value is 4.
for (int j = 0; j < kNumCoeffs; ++j) {
EXPECT_EQ(output_block[j], output_ref_block[j]);
        EXPECT_GE(4 * DCT_MAX_VALUE, abs(output_block[j]))
            << ""Error: 16x16 FDCT has coefficient larger than 4*DCT_MAX_VALUE"";
}
}
}
","[3, 4, 5, 6, 8, 10, 11, 13, 15, 16, 18, 20, 21]","    DECLARE_ALIGNED_ARRAY(16, int16_t, input_block, kNumCoeffs);/~/    DECLARE_ALIGNED_ARRAY(16, int16_t, input_extreme_block, kNumCoeffs);/~/    DECLARE_ALIGNED_ARRAY(16, int16_t, output_ref_block, kNumCoeffs);/~/    DECLARE_ALIGNED_ARRAY(16, int16_t, output_block, kNumCoeffs);/~/      // Initialize a test block with input range [-255, 255]./~/        input_block[j] = rnd.Rand8() - rnd.Rand8();/~/        input_extreme_block[j] = rnd.Rand8() % 2 ? 255 : -255;/~/      if (i == 0)/~/          input_extreme_block[j] = 255;/~/      if (i == 1)/~/          input_extreme_block[j] = -255;/~/      REGISTER_STATE_CHECK(RunFwdTxfm(input_extreme_block,/~/                                      output_block, pitch_));/~/        EXPECT_GE(4 * DCT_MAX_VALUE, abs(output_block[j]))/~/            << ""Error: 16x16 FDCT has coefficient larger than 4*DCT_MAX_VALUE"";"
512,"int WebContentsImpl::DownloadImage(
const GURL& url,
bool is_favicon,
uint32_t max_bitmap_size,
bool bypass_cache,
const WebContents::ImageDownloadCallback& callback) {
DCHECK_CURRENTLY_ON(BrowserThread::UI);
static int next_image_download_id = 0;
const image_downloader::ImageDownloaderPtr& mojo_image_downloader =
GetMainFrame()->GetMojoImageDownloader();
const int download_id = ++next_image_download_id;
if (!mojo_image_downloader) {
// If the renderer process is dead (i.e. crash, or memory pressure on
// Android), the downloader service will be invalid. Pre-Mojo, this would
// hang the callback indefinetly since the IPC would be dropped. Now,
// respond with a 400 HTTP error code to indicate that something went wrong.
BrowserThread::PostTask(
BrowserThread::UI, FROM_HERE,
        base::Bind(&WebContents::ImageDownloadCallback::Run,
                   base::Owned(new ImageDownloadCallback(callback)),
                   download_id, 400, url, std::vector<SkBitmap>(),
                   std::vector<gfx::Size>()));
return download_id;
}

image_downloader::DownloadRequestPtr req =
image_downloader::DownloadRequest::New();

req->url = mojo::String::From(url);
req->is_favicon = is_favicon;
req->max_bitmap_size = max_bitmap_size;
req->bypass_cache = bypass_cache;

mojo_image_downloader->DownloadImage(
      std::move(req),
      base::Bind(&DidDownloadImage, callback, download_id, url));
return download_id;
}
","[18, 19, 20, 21, 31, 32]","        base::Bind(&WebContents::ImageDownloadCallback::Run,/~/                   base::Owned(new ImageDownloadCallback(callback)),/~/                   download_id, 400, url, std::vector<SkBitmap>(),/~/                   std::vector<gfx::Size>()));/~/      std::move(req),/~/      base::Bind(&DidDownloadImage, callback, download_id, url));"
513,"qedi_dbg_notice(struct qedi_dbg_ctx *qedi, const char *func, u32 line,
const char *fmt, ...)
{
va_list va;
struct va_format vaf;
	char nfunc[32];
	memset(nfunc, 0, sizeof(nfunc));
	memcpy(nfunc, func, sizeof(nfunc) - 1);

va_start(va, fmt);

vaf.fmt = fmt;
vaf.va = &va;

if (!(qedi_dbg_log & QEDI_LOG_NOTICE))
goto ret;

if (likely(qedi) && likely(qedi->pdev))
pr_notice(""[%s]:[%s:%d]:%d: %pV"",
			  dev_name(&qedi->pdev->dev), nfunc, line,
qedi->host_no, &vaf);
else
		pr_notice(""[0000:00:00.0]:[%s:%d]: %pV"", nfunc, line, &vaf);

ret:
va_end(va);
}
","[5, 6, 7, 15, 18]","	char nfunc[32];/~/	memset(nfunc, 0, sizeof(nfunc));/~/	memcpy(nfunc, func, sizeof(nfunc) - 1);/~/			  dev_name(&qedi->pdev->dev), nfunc, line,/~/		pr_notice(""[0000:00:00.0]:[%s:%d]: %pV"", nfunc, line, &vaf);"
514,"BOOL pnm2png (FILE *pnm_file, FILE *png_file, FILE *alpha_file, BOOL interlace, BOOL alpha)
{
png_struct    *png_ptr = NULL;
png_info      *info_ptr = NULL;
png_byte      *png_pixels = NULL;
png_byte      **row_pointers = NULL;
png_byte      *pix_ptr = NULL;
  png_uint_32   row_bytes;

char          type_token[16];
char          width_token[16];
char          height_token[16];
char          maxval_token[16];
  int           color_type;
unsigned long   ul_width=0, ul_alpha_width=0;
unsigned long   ul_height=0, ul_alpha_height=0;
unsigned long   ul_maxval=0;
  png_uint_32   width, alpha_width;
  png_uint_32   height, alpha_height;
png_uint_32   maxval;
  int           bit_depth = 0;
  int           channels;
int           alpha_depth = 0;
  int           alpha_present;
int           row, col;
BOOL          raw, alpha_raw = FALSE;
#if defined(PNG_WRITE_INVERT_SUPPORTED) || defined(PNG_WRITE_PACK_SUPPORTED)
BOOL          packed_bitmap = FALSE;
#endif
png_uint_32   tmp16;
int           i;

/* read header of PNM file */

get_token(pnm_file, type_token);
if (type_token[0] != 'P')
{
return FALSE;
}
else if ((type_token[1] == '1') || (type_token[1] == '4'))
{
#if defined(PNG_WRITE_INVERT_SUPPORTED) || defined(PNG_WRITE_PACK_SUPPORTED)
raw = (type_token[1] == '4');
color_type = PNG_COLOR_TYPE_GRAY;
get_token(pnm_file, width_token);
sscanf (width_token, ""%lu"", &ul_width);
width = (png_uint_32) ul_width;
get_token(pnm_file, height_token);
sscanf (height_token, ""%lu"", &ul_height);
height = (png_uint_32) ul_height;
bit_depth = 1;
packed_bitmap = TRUE;
#else
fprintf (stderr, ""PNM2PNG built without PNG_WRITE_INVERT_SUPPORTED and \n"");
fprintf (stderr, ""PNG_WRITE_PACK_SUPPORTED can't read PBM (P1,P4) files\n"");
#endif
}
else if ((type_token[1] == '2') || (type_token[1] == '5'))
{
raw = (type_token[1] == '5');
color_type = PNG_COLOR_TYPE_GRAY;
get_token(pnm_file, width_token);
sscanf (width_token, ""%lu"", &ul_width);
width = (png_uint_32) ul_width;
get_token(pnm_file, height_token);
sscanf (height_token, ""%lu"", &ul_height);
height = (png_uint_32) ul_height;
get_token(pnm_file, maxval_token);
sscanf (maxval_token, ""%lu"", &ul_maxval);
maxval = (png_uint_32) ul_maxval;

if (maxval <= 1)
bit_depth = 1;
else if (maxval <= 3)
bit_depth = 2;
else if (maxval <= 15)
bit_depth = 4;
else if (maxval <= 255)
bit_depth = 8;
else /* if (maxval <= 65535) */
bit_depth = 16;
}
else if ((type_token[1] == '3') || (type_token[1] == '6'))
{
raw = (type_token[1] == '6');
color_type = PNG_COLOR_TYPE_RGB;
get_token(pnm_file, width_token);
sscanf (width_token, ""%lu"", &ul_width);
width = (png_uint_32) ul_width;
get_token(pnm_file, height_token);
sscanf (height_token, ""%lu"", &ul_height);
height = (png_uint_32) ul_height;
get_token(pnm_file, maxval_token);
sscanf (maxval_token, ""%lu"", &ul_maxval);
maxval = (png_uint_32) ul_maxval;
if (maxval <= 1)
bit_depth = 1;
else if (maxval <= 3)
bit_depth = 2;
else if (maxval <= 15)
bit_depth = 4;
else if (maxval <= 255)
bit_depth = 8;
else /* if (maxval <= 65535) */
bit_depth = 16;
}
else
{
return FALSE;
}

/* read header of PGM file with alpha channel */

if (alpha)
{
if (color_type == PNG_COLOR_TYPE_GRAY)
color_type = PNG_COLOR_TYPE_GRAY_ALPHA;
if (color_type == PNG_COLOR_TYPE_RGB)
color_type = PNG_COLOR_TYPE_RGB_ALPHA;

get_token(alpha_file, type_token);
if (type_token[0] != 'P')
{
return FALSE;
}
else if ((type_token[1] == '2') || (type_token[1] == '5'))
{
alpha_raw = (type_token[1] == '5');
get_token(alpha_file, width_token);
sscanf (width_token, ""%lu"", &ul_alpha_width);
alpha_width=(png_uint_32) ul_alpha_width;
if (alpha_width != width)
return FALSE;
get_token(alpha_file, height_token);
sscanf (height_token, ""%lu"", &ul_alpha_height);
alpha_height = (png_uint_32) ul_alpha_height;
if (alpha_height != height)
return FALSE;
get_token(alpha_file, maxval_token);
sscanf (maxval_token, ""%lu"", &ul_maxval);
maxval = (png_uint_32) ul_maxval;
if (maxval <= 1)
alpha_depth = 1;
else if (maxval <= 3)
alpha_depth = 2;
else if (maxval <= 15)
alpha_depth = 4;
else if (maxval <= 255)
alpha_depth = 8;
else /* if (maxval <= 65535) */
alpha_depth = 16;
if (alpha_depth != bit_depth)
return FALSE;
}
else
{
return FALSE;
}
} /* end if alpha */

/* calculate the number of channels and store alpha-presence */
if (color_type == PNG_COLOR_TYPE_GRAY)
channels = 1;
else if (color_type == PNG_COLOR_TYPE_GRAY_ALPHA)
channels = 2;
else if (color_type == PNG_COLOR_TYPE_RGB)

channels = 3;
else if (color_type == PNG_COLOR_TYPE_RGB_ALPHA)
channels = 4;
else
    channels = 0; /* should not happen *

alpha_present = (channels - 1) % 2;

#if defined(PNG_WRITE_INVERT_SUPPORTED) || defined(PNG_WRITE_PACK_SUPPORTED)
if (packed_bitmap)
/* row data is as many bytes as can fit width x channels x bit_depth */
row_bytes = (width * channels * bit_depth + 7) / 8;
else
#endif

/* row_bytes is the width x number of channels x (bit-depth / 8) */
row_bytes = width * channels * ((bit_depth <= 8) ? 1 : 2);

  if ((png_pixels = (png_byte *) malloc (row_bytes * height * sizeof (png_byte))) == NULL)
return FALSE;

/* read data from PNM file */
pix_ptr = png_pixels;

  for (row = 0; row < height; row++)
{
#if defined(PNG_WRITE_INVERT_SUPPORTED) || defined(PNG_WRITE_PACK_SUPPORTED)
if (packed_bitmap) {
      for (i = 0; i < row_bytes; i++)
/* png supports this format natively so no conversion is needed */
*pix_ptr++ = get_data (pnm_file, 8);
} else
#endif
{
      for (col = 0; col < width; col++)
{
for (i = 0; i < (channels - alpha_present); i++)
{
if (raw)
*pix_ptr++ = get_data (pnm_file, bit_depth);
else
if (bit_depth <= 8)
*pix_ptr++ = get_value (pnm_file, bit_depth);
else
{
tmp16 = get_value (pnm_file, bit_depth);
*pix_ptr = (png_byte) ((tmp16 >> 8) & 0xFF);
pix_ptr++;
*pix_ptr = (png_byte) (tmp16 & 0xFF);
pix_ptr++;
}
}

if (alpha) /* read alpha-channel from pgm file */
{
if (alpha_raw)
*pix_ptr++ = get_data (alpha_file, alpha_depth);
else
if (alpha_depth <= 8)
*pix_ptr++ = get_value (alpha_file, bit_depth);
else
{
tmp16 = get_value (alpha_file, bit_depth);
*pix_ptr++ = (png_byte) ((tmp16 >> 8) & 0xFF);
*pix_ptr++ = (png_byte) (tmp16 & 0xFF);
}
} /* if alpha */
} /* if packed_bitmap */
} /* end for col */

} /* end for row */

/* prepare the standard PNG structures */
  png_ptr = png_create_write_struct (PNG_LIBPNG_VER_STRING, NULL, NULL, NULL);
if (!png_ptr)
{
return FALSE;
}
info_ptr = png_create_info_struct (png_ptr);
if (!info_ptr)
{
png_destroy_write_struct (&png_ptr, (png_infopp) NULL);
return FALSE;
}

#if defined(PNG_WRITE_INVERT_SUPPORTED) || defined(PNG_WRITE_PACK_SUPPORTED)
if (packed_bitmap == TRUE)
{
png_set_packing (png_ptr);
png_set_invert_mono (png_ptr);
}
#endif


/* setjmp() must be called in every function that calls a PNG-reading libpng function */
if (setjmp (png_jmpbuf(png_ptr)))
{
    png_destroy_write_struct (&png_ptr, (png_infopp) NULL);
return FALSE;
}

/* initialize the png structure */
png_init_io (png_ptr, png_file);

/* we're going to write more or less the same PNG as the input file */
png_set_IHDR (png_ptr, info_ptr, width, height, bit_depth, color_type,
(!interlace) ? PNG_INTERLACE_NONE : PNG_INTERLACE_ADAM7,
PNG_COMPRESSION_TYPE_BASE, PNG_FILTER_TYPE_BASE);

/* write the file header information */
png_write_info (png_ptr, info_ptr);


/* if needed we will allocate memory for an new array of row-pointers */
if (row_pointers == (unsigned char**) NULL)
{
    if ((row_pointers = (png_byte **) malloc (height * sizeof (png_bytep))) == NULL)
{
      png_destroy_write_struct (&png_ptr, (png_infopp) NULL);
return FALSE;
}
}

/* set the individual row_pointers to point at the correct offsets */
  for (i = 0; i < (height); i++)
row_pointers[i] = png_pixels + i * row_bytes;

/* write out the entire image data in one call */
png_write_image (png_ptr, row_pointers);

  /* write the additional chuncks to the PNG file (not really needed) *
png_write_end (png_ptr, info_ptr);

/* clean up after the write, and free any memory allocated */
  png_destroy_write_struct (&png_ptr, (png_infopp) NULL);

if (row_pointers != (unsigned char**) NULL)
free (row_pointers);
if (png_pixels != (unsigned char*) NULL)
free (png_pixels);

return TRUE;
} /* end of pnm2png */
","[7, 12, 16, 17, 19, 20, 22]","  png_uint_32   row_bytes;/~/  int           color_type;/~/  png_uint_32   width, alpha_width;/~/  png_uint_32   height, alpha_height;/~/  int           bit_depth = 0;/~/  int           channels;/~/  int           alpha_present;/~/    channels = 0; /* should not happen */~/  if ((png_pixels = (png_byte *) malloc (row_bytes * height * sizeof (png_byte))) == NULL)/~/  for (row = 0; row < height; row++)/~/      for (i = 0; i < row_bytes; i++)/~/      for (col = 0; col < width; col++)/~/  png_ptr = png_create_write_struct (PNG_LIBPNG_VER_STRING, NULL, NULL, NULL);/~/    png_destroy_write_struct (&png_ptr, (png_infopp) NULL);/~/    if ((row_pointers = (png_byte **) malloc (height * sizeof (png_bytep))) == NULL)/~/      png_destroy_write_struct (&png_ptr, (png_infopp) NULL);/~/  for (i = 0; i < (height); i++)/~/  /* write the additional chuncks to the PNG file (not really needed) */~/  png_destroy_write_struct (&png_ptr, (png_infopp) NULL);"
515,"static inline int ip6_ufo_append_data(struct sock *sk,
int getfrag(void *from, char *to, int offset, int len,
int odd, struct sk_buff *skb),
void *from, int length, int hh_len, int fragheaderlen,
int transhdrlen, int mtu,unsigned int flags,
struct rt6_info *rt)

{
struct sk_buff *skb;
int err;

/* There is support for UDP large send offload by network
* device, so create one single skb packet containing complete
* udp datagram
*/
if ((skb = skb_peek_tail(&sk->sk_write_queue)) == NULL) {
skb = sock_alloc_send_skb(sk,
hh_len + fragheaderlen + transhdrlen + 20,
(flags & MSG_DONTWAIT), &err);
if (skb == NULL)
return err;

/* reserve space for Hardware header */
skb_reserve(skb, hh_len);

/* create space for UDP/IP header */
skb_put(skb,fragheaderlen + transhdrlen);

/* initialize network header pointer */
skb_reset_network_header(skb);

/* initialize protocol header pointer */
skb->transport_header = skb->network_header + fragheaderlen;

skb->protocol = htons(ETH_P_IPV6);
skb->ip_summed = CHECKSUM_PARTIAL;
skb->csum = 0;
	}
	err = skb_append_datato_frags(sk,skb, getfrag, from,
				      (length - transhdrlen));
	if (!err) {
		struct frag_hdr fhdr;

/* Specify the length of each IPv6 datagram fragment.
* It has to be a multiple of 8.
*/
skb_shinfo(skb)->gso_size = (mtu - fragheaderlen -
sizeof(struct frag_hdr)) & ~7;
skb_shinfo(skb)->gso_type = SKB_GSO_UDP;
ipv6_select_ident(&fhdr, rt);
skb_shinfo(skb)->ip6_frag_id = fhdr.identification;
__skb_queue_tail(&sk->sk_write_queue, skb);
		return 0;
}
	/* There is not enough support do UPD LSO,
	 * so follow normal path
	 *
	kfree_skb(skb);

	return err;
}
","[18, 30, 31, 32, 33, 34]","	}/~/	err = skb_append_datato_frags(sk,skb, getfrag, from,/~/				      (length - transhdrlen));/~/	if (!err) {/~/		struct frag_hdr fhdr;/~/		return 0;/~/	/* There is not enough support do UPD LSO,/~/	 * so follow normal path/~/	 */~/	kfree_skb(skb);/~/	return err;"
516,"static int filter_frame(AVFilterLink *inlink, AVFrame *in)
{
AVFilterContext *ctx = inlink->dst;
LutContext *s = ctx->priv;
AVFilterLink *outlink = ctx->outputs[0];
AVFrame *out;
uint8_t *inrow, *outrow, *inrow0, *outrow0;
int i, j, plane, direct = 0;

if (av_frame_is_writable(in)) {
direct = 1;
out = in;
} else {
out = ff_get_video_buffer(outlink, outlink->w, outlink->h);
if (!out) {
av_frame_free(&in);
return AVERROR(ENOMEM);
}
av_frame_copy_props(out, in);
}

if (s->is_rgb) {
/* packed */
inrow0  = in ->data[0];
outrow0 = out->data[0];

for (i = 0; i < in->height; i ++) {
int w = inlink->w;
const uint8_t (*tab)[256] = (const uint8_t (*)[256])s->lut;
inrow  = inrow0;
outrow = outrow0;
for (j = 0; j < w; j++) {
switch (s->step) {
case 4:  outrow[3] = tab[3][inrow[3]]; // Fall-through
case 3:  outrow[2] = tab[2][inrow[2]]; // Fall-through
case 2:  outrow[1] = tab[1][inrow[1]]; // Fall-through
default: outrow[0] = tab[0][inrow[0]];
}
outrow += s->step;
inrow  += s->step;
}
inrow0  += in ->linesize[0];
outrow0 += out->linesize[0];
}
} else {
/* planar */
        for (plane = 0; plane < 4 && in->data[plane]; plane++) {
int vsub = plane == 1 || plane == 2 ? s->vsub : 0;
int hsub = plane == 1 || plane == 2 ? s->hsub : 0;
int h = FF_CEIL_RSHIFT(inlink->h, vsub);
int w = FF_CEIL_RSHIFT(inlink->w, hsub);

inrow  = in ->data[plane];
outrow = out->data[plane];

for (i = 0; i < h; i++) {
const uint8_t *tab = s->lut[plane];
for (j = 0; j < w; j++)
outrow[j] = tab[inrow[j]];
inrow  += in ->linesize[plane];
outrow += out->linesize[plane];
}
}
}

if (!direct)
av_frame_free(&in);

return ff_filter_frame(outlink, out);
}
",[43],        for (plane = 0; plane < 4 && in->data[plane]; plane++) {
